metric,service,service_type,node,container,task,job,instance,address,duration_seconds,completed_at,started_at
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.3198652599994602,2025-09-26 19:34:22+00:00,2025-09-26 19:34:19.680135+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.685813617000349,2025-09-26 19:34:22+00:00,2025-09-26 19:34:21.314186+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.8673287500005245,2025-09-26 19:34:52+00:00,2025-09-26 19:34:51.132671+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.0828991119997227,2025-09-26 19:34:52+00:00,2025-09-26 19:34:49.917101+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.742884332000358,2025-09-26 19:34:52+00:00,2025-09-26 19:34:50.257116+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.18349178999960714,2025-09-26 19:34:52+00:00,2025-09-26 19:34:51.816508+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.685813617000349,2025-09-26 19:34:52+00:00,2025-09-26 19:34:51.314186+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.5813953639999454,2025-09-26 19:35:22+00:00,2025-09-26 19:35:20.418605+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.0828991119997227,2025-09-26 19:35:22+00:00,2025-09-26 19:35:19.917101+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.6719157939996876,2025-09-26 19:35:22+00:00,2025-09-26 19:35:21.328084+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12785291000000143,2025-09-26 19:35:22+00:00,2025-09-26 19:35:21.872147+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9008804349996353,2025-09-26 19:35:22+00:00,2025-09-26 19:35:21.099120+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.335173701999338,2025-09-26 19:35:52+00:00,2025-09-26 19:35:50.664826+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.0828931389996796,2025-09-26 19:35:52+00:00,2025-09-26 19:35:49.917107+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.6719157939996876,2025-09-26 19:35:52+00:00,2025-09-26 19:35:51.328084+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12785291000000143,2025-09-26 19:35:52+00:00,2025-09-26 19:35:51.872147+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9008804349996353,2025-09-26 19:35:52+00:00,2025-09-26 19:35:51.099120+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.335173701999338,2025-09-26 19:36:22+00:00,2025-09-26 19:36:20.664826+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.9946954710003411,2025-09-26 19:36:22+00:00,2025-09-26 19:36:21.005305+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.868166803999884,2025-09-26 19:36:22+00:00,2025-09-26 19:36:21.131833+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12719345200002863,2025-09-26 19:36:22+00:00,2025-09-26 19:36:21.872807+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.0828931389996796,2025-09-26 19:36:22+00:00,2025-09-26 19:36:19.917107+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.868166803999884,2025-09-26 19:36:52+00:00,2025-09-26 19:36:51.131833+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.8494940889995632,2025-09-26 19:36:52+00:00,2025-09-26 19:36:51.150506+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13002608900023915,2025-09-26 19:36:52+00:00,2025-09-26 19:36:51.869974+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.0828931389996796,2025-09-26 19:36:52+00:00,2025-09-26 19:36:49.917107+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.1374762800005556,2025-09-26 19:36:52+00:00,2025-09-26 19:36:49.862524+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13002608900023915,2025-09-26 19:37:22+00:00,2025-09-26 19:37:21.869974+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.8494940889995632,2025-09-26 19:37:22+00:00,2025-09-26 19:37:21.150506+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.306709373000558,2025-09-26 19:37:22+00:00,2025-09-26 19:37:19.693291+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.868166803999884,2025-09-26 19:37:22+00:00,2025-09-26 19:37:21.131833+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.1374762800005556,2025-09-26 19:37:22+00:00,2025-09-26 19:37:19.862524+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.1374762800005556,2025-09-26 19:37:52+00:00,2025-09-26 19:37:49.862524+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.093812460000663,2025-09-26 19:37:52+00:00,2025-09-26 19:37:49.906188+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.1363037200007966,2025-09-26 19:37:52+00:00,2025-09-26 19:37:51.863696+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9148131579995606,2025-09-26 19:37:52+00:00,2025-09-26 19:37:51.085187+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.8494940889995632,2025-09-26 19:37:52+00:00,2025-09-26 19:37:51.150506+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.5527151319993209,2025-09-26 19:38:22+00:00,2025-09-26 19:38:20.447285+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.093812460000663,2025-09-26 19:38:22+00:00,2025-09-26 19:38:19.906188+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.7870858500000395,2025-09-26 19:38:22+00:00,2025-09-26 19:38:21.212914+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12921544200071367,2025-09-26 19:38:22+00:00,2025-09-26 19:38:21.870785+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9148880519996965,2025-09-26 19:38:22+00:00,2025-09-26 19:38:21.085112+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.10013442699983,2025-09-26 19:38:52+00:00,2025-09-26 19:38:49.899866+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.2299502179994306,2025-09-26 19:38:52+00:00,2025-09-26 19:38:50.770050+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.7870858500000395,2025-09-26 19:38:52+00:00,2025-09-26 19:38:51.212914+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12921544200071367,2025-09-26 19:38:52+00:00,2025-09-26 19:38:51.870785+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9148880519996965,2025-09-26 19:38:52+00:00,2025-09-26 19:38:51.085112+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.6591312159998779,2025-09-26 19:39:22+00:00,2025-09-26 19:39:21.340869+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.8592986720004774,2025-09-26 19:39:22+00:00,2025-09-26 19:39:21.140701+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.2299502179994306,2025-09-26 19:39:22+00:00,2025-09-26 19:39:20.770050+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.10013442699983,2025-09-26 19:39:22+00:00,2025-09-26 19:39:19.899866+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12806188600006863,2025-09-26 19:39:22+00:00,2025-09-26 19:39:21.871938+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.6615754829999787,2025-09-26 19:39:52+00:00,2025-09-26 19:39:51.338425+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.2508058009998422,2025-09-26 19:39:52+00:00,2025-09-26 19:39:50.749194+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.8592986720004774,2025-09-26 19:39:52+00:00,2025-09-26 19:39:51.140701+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.10013442699983,2025-09-26 19:39:52+00:00,2025-09-26 19:39:49.899866+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12901191699984338,2025-09-26 19:39:52+00:00,2025-09-26 19:39:51.870988+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12901191699984338,2025-09-26 19:40:22+00:00,2025-09-26 19:40:21.870988+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.082106527000178,2025-09-26 19:40:22+00:00,2025-09-26 19:40:19.917893+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.6615754829999787,2025-09-26 19:40:22+00:00,2025-09-26 19:40:21.338425+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.2508058009998422,2025-09-26 19:40:22+00:00,2025-09-26 19:40:20.749194+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.8592986720004774,2025-09-26 19:40:22+00:00,2025-09-26 19:40:21.140701+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.2508058009998422,2025-09-26 19:40:52+00:00,2025-09-26 19:40:50.749194+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.12921792799988907,2025-09-26 19:40:52+00:00,2025-09-26 19:40:51.870782+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.075291049000043,2025-09-26 19:40:52+00:00,2025-09-26 19:40:49.924709+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.6615754829999787,2025-09-26 19:40:52+00:00,2025-09-26 19:40:51.338425+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.8773036399998091,2025-09-26 19:40:52+00:00,2025-09-26 19:40:51.122696+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.8875077599996075,2025-09-26 19:41:22+00:00,2025-09-26 19:41:21.112492+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.14222904700000072,2025-09-26 19:41:22+00:00,2025-09-26 19:41:21.857771+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.075291049000043,2025-09-26 19:41:22+00:00,2025-09-26 19:41:19.924709+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,0.7445256410001093,2025-09-26 19:41:22+00:00,2025-09-26 19:41:21.255474+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,1.2951345069996023,2025-09-26 19:41:22+00:00,2025-09-26 19:41:20.704865+00:00
