metric,service,service_type,node,container,task,job,instance,address,duration_seconds,completed_at,started_at
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9077986170000258,2025-09-26 18:49:17+00:00,2025-09-26 18:49:16.092201+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,3.0509726850000334,2025-09-26 18:49:17+00:00,2025-09-26 18:49:13.949027+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,2.1042889020000075,2025-09-26 18:49:17+00:00,2025-09-26 18:49:14.895711+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,3.626332315000127,2025-09-26 18:49:47+00:00,2025-09-26 18:49:43.373668+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13273007699990558,2025-09-26 18:49:47+00:00,2025-09-26 18:49:46.867270+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9219842419997804,2025-09-26 18:49:47+00:00,2025-09-26 18:49:46.078016+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,3.0509726850000334,2025-09-26 18:49:47+00:00,2025-09-26 18:49:43.949027+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,2.1042889020000075,2025-09-26 18:49:47+00:00,2025-09-26 18:49:44.895711+00:00
factorial_execution_time_seconds,fact_300000,factorial,unknown,eda5bcad4640,unknown,custom_services,10.0.1.6:8000,10.0.1.6:8000,0.9219842419997804,2025-09-26 18:50:17+00:00,2025-09-26 18:50:16.078016+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.8369119899998623,2025-09-26 18:50:17+00:00,2025-09-26 18:50:14.163088+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.0358505210001567,2025-09-26 18:50:17+00:00,2025-09-26 18:50:14.964149+00:00
factorial_execution_time_seconds,fact_service,factorial,unknown,637edbcfca07,unknown,custom_services,10.0.1.5:8000,10.0.1.5:8000,0.13273007699990558,2025-09-26 18:50:17+00:00,2025-09-26 18:50:16.867270+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,2.1042889020000075,2025-09-26 18:50:17+00:00,2025-09-26 18:50:14.895711+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,80c4d5839839,unknown,custom_services,10.0.1.4:8000,10.0.1.4:8000,2.0358505210001567,2025-09-26 18:50:47+00:00,2025-09-26 18:50:44.964149+00:00
factorial_execution_time_seconds,fact_500000,factorial,unknown,31c09ba7b59c,unknown,custom_services,10.0.1.3:8000,10.0.1.3:8000,2.8369119899998623,2025-09-26 18:50:47+00:00,2025-09-26 18:50:44.163088+00:00
matrix_multiplication_time_seconds,matrix_service,matrix,unknown_node,6905306ad566,unknown,custom_services,10.0.1.2:8000,10.0.1.2:8000,1.044959634999941,2025-09-26 18:50:47+00:00,2025-09-26 18:50:45.955040+00:00
